Transaction_ID,Date,Game_Type,Amount_Staked,Payout_Amount,Customer_Type
1168,2026-03-16,Pame Stoixima,23.84,0.0,Regular
1169,2026-01-22,Joker,45.9,0.0,Occasional
1170,2026-03-08,Scratch,32.3,0.0,Occasional
1171,2026-01-03,Pame Stoixima,4.64,0.0,VIP
1172,2025-05-08,Scratch,37.42,0.0,VIP
1173,2026-04-04,Scratch,13.06,19.18,VIP
1174,2026-04-01,Scratch,6.95,0.0,VIP
1175,2025-07-30,Joker,2.43,0.0,Regular
1176,2026-04-04,Joker,8.04,13.04,Regular
1177,2025-07-08,Joker,13.96,0.0,Regular
1178,2026-01-18,Virtual Sports,26.0,0.0,Occasional
1179,2025-06-14,Virtual Sports,14.48,45.62,Occasional
1180,2025-12-20,Pame Stoixima,20.03,0.0,VIP
1181,2025-05-02,Pame Stoixima,32.04,0.0,Occasional
1182,2025-05-27,Pame Stoixima,22.22,0.0,Regular
1183,2026-01-24,Kino,37.52,0.0,Regular
1184,2025-10-17,Scratch,16.35,0.0,Regular
1185,2025-08-19,Virtual Sports,4.49,0.0,VIP
1186,2025-06-15,Scratch,2.85,0.0,VIP
1187,2025-11-15,Joker,16.54,0.0,VIP
1188,2025-05-22,Joker,26.57,0.0,Regular
1189,2025-09-04,Scratch,49.46,0.0,VIP
1190,2026-01-07,Joker,8.25,0.0,Regular
1191,2025-07-24,Joker,41.05,0.0,Occasional
1192,2025-07-28,Scratch,44.84,62.83,VIP
1193,2025-09-05,Pame Stoixima,5.24,0.0,VIP
1194,2025-12-23,Pame Stoixima,3.72,0.0,VIP
1195,2025-06-04,Joker,45.31,0.0,Occasional
1196,2026-02-17,Pame Stoixima,35.2,0.0,Occasional
1197,2026-03-19,Kino,7.81,0.0,Regular
1198,2025-11-02,Joker,6.7,0.0,VIP
1199,2026-04-13,Joker,45.57,0.0,VIP
1200,2025-07-02,Scratch,12.73,38.1,Regular
1201,2025-07-02,Kino,31.79,0.0,Occasional
1202,2025-11-29,Kino,14.94,0.0,Occasional
1203,2025-12-31,Scratch,12.41,0.0,Regular
1204,2026-01-19,Virtual Sports,27.78,0.0,Regular
1205,2025-08-02,Kino,47.29,0.0,VIP
1206,2025-05-16,Scratch,2.37,0.0,Occasional
1207,2025-11-01,Virtual Sports,43.24,0.0,VIP
1208,2025-08-17,Scratch,12.02,0.0,Occasional
1209,2025-09-21,Kino,27.49,0.0,Regular
1210,2025-09-14,Joker,6.66,13.87,Regular
1211,2026-04-02,Scratch,14.23,0.0,Regular
1212,2025-10-14,Pame Stoixima,10.97,30.52,Occasional
1213,2025-09-02,Pame Stoixima,15.31,56.13,Regular
1214,2025-05-21,Pame Stoixima,17.07,0.0,VIP
1215,2025-09-29,Virtual Sports,14.73,0.0,Regular
1216,2026-01-10,Joker,1.1,0.0,Occasional
1217,2025-07-27,Joker,36.19,0.0,Regular
1218,2025-04-20,Virtual Sports,16.65,0.0,Occasional
1219,2026-03-23,Kino,44.82,0.0,Occasional
1220,2025-07-10,Pame Stoixima,48.01,0.0,Regular
1221,2026-02-11,Kino,23.89,0.0,Occasional
1222,2025-06-23,Virtual Sports,37.04,0.0,VIP
1223,2025-11-09,Joker,1.21,0.0,Occasional
1224,2026-03-30,Pame Stoixima,31.33,0.0,Occasional
1225,2025-11-25,Joker,25.33,0.0,Regular
1226,2025-04-27,Virtual Sports,11.28,0.0,Regular
1227,2026-02-14,Pame Stoixima,34.47,128.31,VIP
1228,2026-01-26,Joker,14.93,0.0,Occasional
1229,2025-09-04,Virtual Sports,23.38,0.0,Occasional
1230,2025-04-17,Virtual Sports,24.67,99.42,VIP
1231,2025-12-27,Kino,6.04,19.21,Occasional
1232,2025-07-09,Joker,9.37,0.0,Occasional
1233,2025-06-30,Kino,16.85,0.0,Regular
1234,2026-02-28,Joker,7.53,0.0,Regular
1235,2025-05-21,Joker,16.27,0.0,Regular
1236,2025-08-09,Virtual Sports,40.64,0.0,Occasional
1237,2025-09-17,Kino,33.22,116.43,Occasional
1238,2025-07-13,Virtual Sports,17.36,86.08,Regular
1239,2025-11-25,Joker,24.28,0.0,VIP
1240,2025-05-10,Virtual Sports,23.05,0.0,Occasional
1241,2025-08-29,Joker,42.29,0.0,VIP
1242,2025-12-21,Joker,17.09,50.54,Occasional
1243,2025-09-19,Joker,3.0,0.0,Regular
1244,2025-12-19,Virtual Sports,11.92,0.0,Regular
1245,2026-03-31,Scratch,4.08,0.0,Occasional
1246,2026-03-24,Scratch,23.65,49.65,Regular
1247,2025-08-11,Virtual Sports,0.77,0.0,VIP
1248,2025-07-30,Kino,23.62,93.84,Occasional
1249,2025-08-11,Scratch,9.29,0.0,VIP
1250,2025-08-27,Joker,45.72,162.63,VIP
1251,2026-01-31,Scratch,6.76,0.0,Regular
1252,2026-04-10,Joker,1.12,0.0,Regular
1253,2026-03-03,Pame Stoixima,5.99,0.0,Regular
1254,2025-12-12,Pame Stoixima,14.27,0.0,Regular
1255,2025-11-21,Scratch,22.97,0.0,Occasional
1256,2025-08-04,Kino,48.67,0.0,VIP
1257,2025-06-08,Joker,25.88,0.0,Regular
1258,2025-05-25,Joker,27.23,0.0,Regular
1259,2026-01-24,Joker,35.64,0.0,Occasional
1260,2025-06-22,Joker,23.06,0.0,VIP
1261,2025-09-13,Joker,45.59,0.0,Occasional
1262,2025-09-05,Scratch,11.59,56.72,VIP
1263,2025-09-18,Joker,18.37,0.0,VIP
1264,2025-09-03,Joker,3.59,12.68,Regular
1265,2025-08-04,Virtual Sports,7.37,0.0,Regular
1266,2025-07-17,Kino,44.52,212.81,VIP
1267,2025-06-06,Virtual Sports,46.24,62.7,VIP
1268,2025-07-28,Pame Stoixima,17.89,0.0,Regular
1269,2026-03-17,Joker,26.9,0.0,Regular
1270,2025-10-04,Virtual Sports,4.45,0.0,Occasional
1271,2025-11-13,Kino,16.51,0.0,Regular
1272,2025-04-28,Scratch,42.76,0.0,VIP
1273,2025-07-23,Joker,40.2,0.0,Occasional
1274,2025-07-03,Pame Stoixima,13.62,0.0,Occasional
1275,2026-01-11,Kino,28.04,0.0,Occasional
1276,2025-07-08,Pame Stoixima,38.32,113.89,Occasional
1277,2025-10-25,Scratch,45.94,0.0,Regular
1278,2025-05-03,Scratch,19.71,0.0,Occasional
1279,2026-03-10,Joker,10.41,0.0,Regular
1280,2025-05-11,Virtual Sports,38.94,0.0,VIP
1281,2025-08-08,Pame Stoixima,47.69,0.0,Regular
1282,2025-04-13,Joker,28.21,0.0,VIP
1283,2025-08-08,Kino,23.96,0.0,Occasional
1284,2025-10-04,Virtual Sports,46.69,0.0,Regular
1285,2026-01-19,Scratch,38.17,0.0,VIP
1286,2025-11-26,Kino,5.24,0.0,VIP
1287,2025-11-20,Scratch,43.14,0.0,Regular
1288,2026-02-01,Pame Stoixima,39.77,0.0,Occasional
1289,2025-08-21,Joker,40.37,0.0,Regular
1290,2025-12-26,Joker,23.03,0.0,Regular
1291,2025-08-25,Joker,44.08,146.85,Occasional
1292,2025-12-05,Joker,2.52,0.0,Regular
1293,2026-04-07,Joker,30.94,123.25,VIP
1294,2026-03-22,Virtual Sports,6.16,0.0,VIP
1295,2025-11-01,Virtual Sports,3.17,4.64,VIP
1296,2026-01-09,Kino,4.02,0.0,VIP
1297,2025-12-19,Kino,7.99,0.0,Occasional
1298,2025-08-14,Pame Stoixima,9.55,0.0,VIP
1299,2025-10-05,Virtual Sports,30.62,0.0,Occasional
1300,2026-02-28,Virtual Sports,47.96,0.0,Occasional
1301,2025-12-20,Kino,41.61,0.0,VIP
1302,2025-10-18,Kino,24.55,0.0,Occasional
1303,2026-02-04,Pame Stoixima,38.83,0.0,VIP
1304,2025-10-17,Joker,43.78,87.68,Occasional
1305,2025-10-08,Joker,49.08,64.4,Regular
1306,2025-06-03,Scratch,47.95,0.0,Regular
1307,2025-07-05,Joker,18.28,0.0,Regular
1308,2026-04-11,Virtual Sports,17.76,64.87,VIP
1309,2025-12-15,Kino,22.06,0.0,VIP
1310,2026-01-31,Joker,14.55,0.0,VIP
1311,2025-09-01,Joker,5.84,0.0,VIP
1312,2026-03-07,Virtual Sports,37.67,112.4,VIP
1313,2025-10-05,Scratch,24.6,0.0,VIP
1314,2025-08-26,Scratch,21.24,0.0,VIP
1315,2025-11-25,Scratch,29.69,0.0,Regular
1316,2025-12-08,Scratch,35.12,0.0,Occasional
1317,2025-12-09,Joker,41.48,0.0,Occasional
1318,2026-02-20,Joker,22.5,0.0,Regular
1319,2026-04-11,Pame Stoixima,13.2,0.0,VIP
1320,2025-09-20,Kino,41.5,0.0,VIP
1321,2026-01-11,Scratch,49.44,0.0,VIP
1322,2026-04-04,Joker,41.71,140.46,Regular
1323,2025-06-30,Scratch,39.37,0.0,VIP
1324,2025-10-22,Pame Stoixima,13.77,0.0,Occasional
1325,2026-02-13,Pame Stoixima,11.66,39.96,Regular
1326,2025-12-30,Virtual Sports,9.7,0.0,Occasional
1327,2026-01-31,Kino,6.37,0.0,Occasional
1328,2026-01-11,Kino,34.26,0.0,Occasional
1329,2025-04-26,Pame Stoixima,33.43,0.0,Occasional
1330,2025-11-16,Kino,16.73,0.0,VIP
1331,2025-06-09,Kino,21.67,0.0,Regular
1332,2026-02-12,Pame Stoixima,35.22,0.0,Occasional
1333,2025-06-18,Pame Stoixima,26.64,0.0,Regular
1334,2025-05-17,Virtual Sports,48.3,187.34,Occasional
1335,2026-04-10,Kino,40.37,0.0,Regular
1336,2026-04-07,Scratch,27.69,107.6,VIP
1337,2025-07-30,Virtual Sports,7.83,0.0,Regular
1338,2026-01-22,Virtual Sports,47.85,0.0,Occasional
1339,2026-02-25,Virtual Sports,32.27,0.0,VIP
1340,2025-11-12,Virtual Sports,8.02,11.43,Regular
1341,2025-07-23,Pame Stoixima,6.8,0.0,Regular
1342,2025-10-28,Joker,2.11,0.0,VIP
1343,2025-05-15,Virtual Sports,9.29,0.0,VIP
1344,2025-09-04,Kino,28.19,0.0,Occasional
1345,2025-12-27,Joker,40.45,142.8,Regular
1346,2025-07-14,Virtual Sports,45.02,0.0,Regular
1347,2025-08-31,Pame Stoixima,28.26,0.0,Occasional
1348,2026-01-06,Kino,17.46,47.7,Occasional
1349,2025-09-28,Joker,45.06,0.0,Occasional
1350,2025-09-30,Joker,45.87,0.0,Occasional
1351,2025-10-10,Joker,5.6,26.11,VIP
1352,2025-09-14,Virtual Sports,10.06,0.0,Occasional
1353,2026-03-10,Virtual Sports,15.97,0.0,Regular
1354,2025-12-26,Scratch,36.23,0.0,Regular
1355,2025-04-29,Pame Stoixima,44.72,0.0,Regular
1356,2025-12-21,Kino,34.79,88.98,Regular
1357,2026-02-08,Kino,44.49,0.0,Regular
1358,2026-01-31,Kino,18.39,70.34,Occasional
1359,2025-07-14,Joker,15.75,0.0,Occasional
1360,2025-10-03,Joker,30.93,55.02,Regular
1361,2025-10-28,Kino,9.37,0.0,Occasional
1362,2025-05-05,Kino,26.92,0.0,Occasional
1363,2026-01-24,Virtual Sports,7.53,0.0,VIP
1364,2026-03-20,Joker,12.11,0.0,Occasional
1365,2025-12-31,Kino,31.52,69.92,VIP
1366,2025-05-24,Kino,33.45,0.0,Occasional
1367,2026-03-31,Joker,18.85,0.0,Occasional
1368,2026-02-03,Kino,25.81,106.42,Occasional
1369,2025-10-26,Joker,45.44,0.0,Regular
1370,2025-06-27,Pame Stoixima,49.67,154.33,Regular
1371,2025-12-15,Scratch,1.21,0.0,VIP
1372,2025-07-01,Scratch,26.52,0.0,Regular
1373,2025-06-08,Virtual Sports,27.35,0.0,Regular
1374,2026-03-22,Kino,21.92,0.0,Occasional
1375,2026-04-06,Scratch,20.84,0.0,Regular
1376,2025-11-12,Virtual Sports,45.95,0.0,Regular
1377,2026-02-14,Pame Stoixima,25.59,0.0,Occasional
1378,2025-05-06,Kino,16.04,74.98,Regular
1379,2026-02-21,Kino,17.76,0.0,Regular
1380,2025-08-13,Joker,39.51,0.0,VIP
1381,2025-10-02,Joker,21.47,0.0,VIP
1382,2025-07-25,Joker,31.33,101.98,Occasional
1383,2026-04-06,Kino,28.43,0.0,VIP
1384,2026-03-27,Scratch,43.67,0.0,Regular
1385,2026-03-25,Joker,10.33,0.0,Regular
1386,2025-11-21,Virtual Sports,4.32,0.0,Occasional
1387,2025-11-09,Pame Stoixima,45.05,0.0,Occasional
1388,2025-05-07,Pame Stoixima,6.01,17.66,VIP
1389,2025-07-26,Scratch,42.52,0.0,VIP
1390,2025-12-05,Virtual Sports,45.43,0.0,VIP
1391,2025-09-22,Joker,45.77,174.78,Regular
1392,2026-02-04,Scratch,46.52,0.0,Regular
1393,2026-02-26,Joker,44.89,0.0,Regular
1394,2025-12-12,Virtual Sports,18.95,0.0,Regular
1395,2025-07-10,Kino,0.73,0.0,Occasional
1396,2025-06-15,Kino,28.4,0.0,VIP
1397,2026-03-10,Scratch,44.04,153.51,VIP
1398,2025-12-31,Joker,19.89,39.81,VIP
1399,2026-04-06,Joker,33.63,0.0,Occasional
1400,2025-08-21,Joker,16.06,0.0,Occasional
1401,2026-04-11,Pame Stoixima,39.64,0.0,Occasional
1402,2026-02-01,Virtual Sports,43.91,0.0,Regular
1403,2025-11-03,Kino,21.85,0.0,Occasional
1404,2025-11-11,Joker,45.43,0.0,VIP
1405,2025-08-07,Pame Stoixima,7.51,0.0,VIP
1406,2025-09-12,Pame Stoixima,2.01,0.0,Occasional
1407,2025-06-27,Joker,3.22,0.0,VIP
1408,2025-07-23,Joker,42.25,114.83,Regular
1409,2025-04-13,Pame Stoixima,7.74,0.0,Occasional
1410,2025-09-19,Pame Stoixima,2.12,7.22,Regular
1411,2025-10-23,Scratch,0.75,2.6,Occasional
1412,2025-11-05,Joker,33.14,0.0,Regular
1413,2025-05-28,Pame Stoixima,42.77,0.0,VIP
1414,2025-12-05,Virtual Sports,39.59,0.0,Occasional
1415,2025-12-13,Pame Stoixima,48.59,82.17,Regular
1416,2026-03-07,Scratch,25.83,106.39,VIP
1417,2025-11-18,Joker,12.89,0.0,VIP
1418,2025-04-24,Kino,25.14,0.0,Regular
1419,2025-04-19,Scratch,7.58,0.0,VIP
1420,2025-12-09,Joker,14.93,0.0,VIP
1421,2026-03-12,Scratch,40.32,0.0,Regular
1422,2025-06-21,Scratch,40.55,64.07,VIP
1423,2025-12-09,Virtual Sports,3.02,13.3,Regular
1424,2025-08-09,Kino,35.53,0.0,Occasional
1425,2025-08-10,Pame Stoixima,40.71,67.96,VIP
1426,2025-07-06,Joker,2.0,0.0,Occasional
1427,2025-08-02,Virtual Sports,26.44,0.0,VIP
1428,2026-01-10,Scratch,37.24,76.74,VIP
1429,2025-04-15,Pame Stoixima,38.33,0.0,Regular
1430,2025-08-27,Pame Stoixima,3.69,0.0,Occasional
1431,2026-01-26,Kino,32.4,83.71,VIP
1432,2025-10-27,Kino,34.42,0.0,VIP
1433,2026-01-02,Joker,27.06,79.28,Occasional
1434,2025-05-06,Joker,42.55,0.0,Regular
1435,2026-04-13,Virtual Sports,48.23,0.0,Occasional
1436,2025-10-19,Scratch,33.43,0.0,VIP
1437,2025-10-20,Joker,17.81,71.37,VIP
1438,2025-08-12,Kino,21.67,0.0,Occasional
1439,2025-09-18,Virtual Sports,4.63,0.0,VIP
1440,2026-02-27,Kino,39.57,0.0,VIP
1441,2026-03-27,Pame Stoixima,37.3,0.0,Regular
1442,2025-06-06,Kino,39.25,0.0,VIP
1443,2025-12-31,Joker,20.09,0.0,Regular
1444,2025-05-30,Kino,46.01,0.0,Regular
1445,2025-04-30,Joker,19.66,97.95,VIP
1446,2026-04-03,Joker,26.39,0.0,Regular
1447,2025-08-17,Scratch,34.49,0.0,VIP
1448,2025-06-01,Virtual Sports,27.82,0.0,VIP
1449,2025-05-19,Scratch,36.58,0.0,Regular
1450,2026-03-03,Pame Stoixima,37.59,179.0,Occasional
1451,2025-08-31,Kino,11.76,0.0,Occasional
1452,2026-04-09,Pame Stoixima,7.78,20.28,Occasional
1453,2026-03-24,Joker,19.96,98.69,Occasional
1454,2025-09-09,Scratch,9.75,0.0,Occasional
1455,2025-08-22,Virtual Sports,5.77,0.0,Occasional
1456,2026-01-27,Scratch,49.56,0.0,Regular
1457,2025-09-13,Virtual Sports,14.0,0.0,Regular
1458,2025-09-19,Virtual Sports,32.48,0.0,VIP
1459,2025-10-21,Virtual Sports,34.41,0.0,VIP
1460,2025-05-07,Virtual Sports,1.43,0.0,Occasional
1461,2025-09-15,Scratch,1.69,0.0,VIP
1462,2025-10-29,Kino,17.86,0.0,Regular
1463,2026-02-07,Joker,43.07,0.0,Regular
1464,2025-06-24,Pame Stoixima,25.43,102.93,Occasional
1465,2025-07-25,Kino,5.2,0.0,Occasional
1466,2025-08-23,Joker,27.45,0.0,Occasional
1467,2025-12-08,Pame Stoixima,43.51,0.0,Regular
1468,2025-11-03,Kino,41.3,0.0,Occasional
1469,2025-10-25,Virtual Sports,8.9,0.0,Occasional
1470,2026-01-22,Joker,21.1,0.0,Regular
1471,2025-10-26,Kino,49.88,0.0,Regular
1472,2026-04-07,Pame Stoixima,6.81,0.0,VIP
1473,2025-12-28,Virtual Sports,2.66,0.0,Regular
1474,2025-10-17,Virtual Sports,24.59,115.83,Regular
1475,2025-10-30,Pame Stoixima,32.65,0.0,Occasional
1476,2025-09-23,Virtual Sports,15.78,0.0,VIP
1477,2026-01-02,Kino,17.54,0.0,Regular
1478,2025-08-10,Pame Stoixima,2.99,9.15,VIP
1479,2025-08-25,Virtual Sports,26.76,0.0,Occasional
1480,2025-12-05,Joker,33.54,0.0,VIP
1481,2025-10-30,Joker,34.44,116.31,Occasional
1482,2026-01-18,Joker,11.72,50.31,VIP
1483,2026-02-06,Pame Stoixima,34.26,136.32,Regular
1484,2025-11-10,Kino,27.21,0.0,VIP
1485,2025-08-05,Joker,11.31,22.49,VIP
1486,2025-12-20,Joker,1.79,5.29,Occasional
1487,2025-11-15,Kino,11.67,0.0,Occasional
1488,2026-01-08,Kino,6.13,0.0,Regular
1489,2025-07-18,Joker,34.1,0.0,VIP
1490,2025-07-13,Joker,18.38,0.0,Occasional
1491,2025-11-05,Scratch,11.99,0.0,Regular
1492,2025-05-25,Virtual Sports,37.65,0.0,Occasional
